step,hp,enemy,coin
40,1,2,2
52,1,2,2
34,1,2,2
35,1,2,2
29,2,2,2
26,2,2,2
19,1,2,2
27,2,2,2
60,2,2,2
18,1,2,2
29,2,2,2
35,1,2,2
37,1,2,2
25,2,2,2
44,2,2,2
23,2,2,2
31,2,2,2
31,1,2,2
41,1,2,2
36,2,2,2
28,1,2,2
38,1,2,2
36,2,2,2
43,1,2,2
26,2,2,2
51,1,2,2
30,2,2,2
32,2,2,2
27,2,2,2
30,2,2,2
25,1,2,2
26,2,2,2
21,1,2,2
37,1,2,2
44,2,2,2
25,2,2,2
24,1,2,2
33,2,2,2
18,2,2,2
27,2,2,2
35,1,2,2
34,2,2,2
25,1,2,2
32,1,2,2
17,1,2,2
33,2,2,2
29,1,2,2
22,1,2,2
29,2,2,2
26,1,2,2
27,2,2,2
67,1,1,2
19,1,2,2
44,2,2,2
47,2,2,2
38,1,2,2
27,1,2,2
40,1,2,2
94,1,1,0
23,1,2,2
70,1,2,2
19,1,2,2
21,1,2,2
26,2,3,2
57,1,2,2
18,1,2,2
19,1,2,2
25,2,2,2
51,1,2,2
23,1,2,2
31,1,2,2
32,2,2,2
25,1,2,2
33,2,2,2
26,2,2,2
24,2,2,2
33,1,2,2
45,2,2,2
49,2,2,2
21,2,2,2
105,1,1,2
18,2,2,2
27,1,2,2
66,1,2,2
16,1,2,2
27,2,2,2
105,2,0,1
51,1,2,2
29,1,2,2
29,1,2,2
26,2,2,2
39,1,2,2
28,2,2,2
27,1,2,2
21,2,2,2
22,1,2,2
46,2,2,2
45,1,2,2
22,1,2,2
30,1,2,2
30,2,2,2
20,1,2,2
27,2,2,2
32,2,2,2
39,2,2,2
105,1,1,2
32,2,2,2
18,2,2,2
33,2,2,2
26,1,2,2
37,2,2,2
29,1,2,2
25,2,2,2
36,2,2,2
50,2,2,2
21,1,2,2
16,1,2,2
43,2,2,2
72,1,2,2
21,1,2,2
45,2,2,2
23,2,2,2
26,1,2,2
21,2,2,2
31,2,2,2
24,1,2,2
28,1,2,2
56,1,2,2
21,2,2,2
32,1,2,2
40,2,2,2
