step,hp,enemy,coin
21,1,2,2
33,2,2,2
32,1,2,2
21,2,2,2
38,2,2,2
42,1,2,2
23,2,3,2
25,1,2,2
29,2,2,2
24,1,2,2
30,1,2,2
35,1,2,2
32,2,2,2
30,1,2,2
31,2,2,2
22,2,2,2
27,2,2,2
25,2,2,2
32,1,2,2
27,1,2,2
45,1,2,2
29,2,2,2
28,1,2,2
31,1,2,2
29,1,2,2
36,2,2,2
23,2,2,2
43,1,2,2
28,2,2,2
22,1,2,2
56,2,2,1
55,2,2,2
85,2,2,2
29,1,2,2
57,2,2,2
32,1,2,2
89,1,0,1
24,1,2,2
70,1,1,2
25,1,2,2
23,1,2,2
28,1,2,2
72,2,2,2
21,1,2,2
30,0,1,2
56,2,2,2
24,2,2,2
29,2,2,2
28,1,2,2
31,2,2,2
40,1,2,2
28,1,2,2
69,1,2,2
50,2,2,2
19,1,2,2
51,1,2,2
36,2,2,2
31,1,2,2
36,1,2,2
26,1,2,2
36,1,2,2
42,1,2,2
31,2,2,2
32,1,2,2
29,2,2,2
42,1,2,2
34,1,2,2
29,2,2,2
27,2,2,2
29,2,2,2
31,1,2,2
23,1,2,2
20,1,2,2
59,1,2,2
40,2,2,2
22,2,2,2
28,2,2,2
30,1,2,2
104,1,2,2
21,1,2,2
29,1,2,2
27,2,3,2
36,1,2,2
25,2,2,2
37,2,2,2
49,2,2,2
27,2,2,2
37,2,2,2
34,1,2,2
36,2,2,2
24,1,2,2
16,2,2,2
29,1,2,2
31,1,2,2
42,1,2,2
43,2,2,2
39,1,2,2
31,1,2,2
75,1,1,2
32,2,2,2
19,1,2,2
29,0,1,2
18,1,2,2
26,2,2,2
25,1,2,2
19,2,2,2
25,1,2,2
29,2,2,2
32,2,2,2
22,1,2,2
105,2,1,2
35,1,2,2
20,1,2,2
31,1,2,2
29,1,2,2
26,1,2,2
36,1,2,2
42,2,2,2
23,1,2,2
32,2,2,2
34,2,2,2
21,1,2,2
27,2,2,2
30,1,2,2
52,2,2,2
27,2,2,2
28,2,2,2
47,1,2,2
35,1,2,2
37,2,2,2
38,1,2,2
38,1,2,2
22,1,2,2
61,2,2,2
28,2,2,2
28,2,2,2
105,1,0,1
15,1,2,2
26,1,2,2
59,0,0,1
23,1,2,2
25,1,2,2
19,1,2,2
34,1,2,2
39,2,2,2
58,1,2,2
35,1,2,2
28,1,2,2
36,2,3,2
40,1,2,2
21,1,2,2
45,2,2,2
53,2,2,2
56,1,2,2
28,2,2,2
35,2,2,2
21,2,2,2
20,1,2,2
21,2,2,2
24,2,2,2
50,2,2,2
38,2,2,2
46,1,2,2
25,1,2,2
31,2,2,2
25,2,2,2
28,2,2,2
52,2,2,2
